,Latitude,Longitude,Max_surface_temp_F,county
482,39.442,-119.743,84.0,Washoe County
483,38.796,-119.65,70.0,Douglas County
484,38.622,-115.04700000000001,70.0,White Pine County
485,36.491,-116.34200000000001,81.0,Nye County
486,37.997,-118.039,75.0,Esmeralda County
487,40.103,-119.884,73.0,Washoe County
488,41.763000000000005,-118.279,81.0,Humboldt County
489,38.423,-115.022,75.0,Nye County
490,37.896,-114.227,77.0,Lincoln County
491,40.079,-116.035,78.0,Eureka County
492,41.369,-114.18700000000001,69.0,Elko County
493,41.88399999999999,-114.117,104.0,Elko County
494,37.979,-117.993,73.0,Esmeralda County
495,38.645,-114.632,70.0,Lincoln County
496,38.654,-114.633,70.0,Lincoln County
497,38.671,-114.62799999999999,70.0,Lincoln County
498,39.814,-115.61200000000001,76.0,White Pine County
499,38.292,-114.272,84.0,Lincoln County
500,36.975,-116.721,109.0,Nye County
501,37.598,-115.215,90.0,Lincoln County
502,38.383,-115.15299999999999,90.0,Nye County
503,41.98,-114.376,86.0,Elko County
504,35.944,-114.73100000000001,78.0,Mohave County
505,35.964,-114.743,82.0,Mohave County
506,41.19,-115.287,97.0,Elko County
507,40.325,-116.05799999999999,79.0,Elko County
508,35.982,-114.74799999999999,86.0,Clark County
509,41.05,-117.1,79.0,Humboldt County
510,39.457,-119.72200000000001,81.0,Washoe County
511,36.565,-115.671,78.0,Clark County
512,40.929,-116.895,88.0,Lander County
513,36.39,-116.27799999999999,82.0,Nye County
514,40.967,-114.515,72.0,Elko County
515,38.554,-115.531,73.0,Nye County
516,36.205,-115.141,75.0,Clark County
517,39.283,-114.866,95.0,White Pine County
518,36.173,-115.191,79.0,Clark County
519,38.937,-115.695,90.0,Nye County
520,38.556,-115.76700000000001,100.0,Nye County
521,36.468,-116.325,82.0,Nye County
522,40.035,-117.604,104.0,Pershing County
523,39.792,-114.69200000000001,77.0,White Pine County
524,36.147,-115.89299999999999,75.0,Nye County
525,39.413000000000004,-114.779,84.0,White Pine County
526,36.71,-114.714,90.0,Clark County
527,38.352,-115.181,92.0,Nye County
528,38.594,-115.13799999999999,100.0,Nye County
529,40.313,-117.07,109.0,Lander County
530,36.722,-114.71600000000001,90.0,Clark County
531,41.354,-119.116,73.0,Humboldt County
532,39.159,-119.73700000000001,75.0,Carson City
533,41.928999999999995,-114.071,109.0,Elko County
534,41.706,-118.26100000000001,79.0,Humboldt County
535,38.531,-116.405,102.0,Nye County
536,36.207,-115.98299999999999,77.0,Nye County
537,37.806999999999995,-114.38,88.0,Lincoln County
538,36.464,-116.319,93.0,Nye County
539,37.821999999999996,-117.48,97.0,Esmeralda County
540,36.402,-116.274,91.0,Nye County
541,38.927,-115.08200000000001,70.0,White Pine County
542,40.952,-114.751,86.0,Elko County
543,37.996,-116.389,84.0,Nye County
544,41.775,-115.921,106.0,Elko County
545,36.378,-114.443,82.0,Clark County
546,36.479,-116.32600000000001,82.0,Nye County
547,40.873000000000005,-117.93700000000001,83.0,Humboldt County
548,41.876999999999995,-115.62799999999999,104.0,Elko County
549,37.906,-118.171,74.0,Esmeralda County
550,37.741,-115.75299999999999,86.0,Lincoln County
551,38.255,-116.829,86.0,Nye County
552,39.458,-114.756,84.0,White Pine County
553,36.433,-116.30799999999999,86.0,Nye County
554,37.016,-117.211,77.0,Esmeralda County
555,36.567,-114.446,70.0,Clark County
556,41.732,-119.785,83.0,Washoe County
557,39.943000000000005,-116.073,106.0,Eureka County
558,39.988,-116.044,95.0,Eureka County
559,39.525999999999996,-118.876,86.0,Churchill County
560,38.343,-118.103,100.0,Mineral County
561,38.823,-116.71700000000001,95.0,Nye County
562,39.853,-119.719,73.0,Washoe County
563,36.565,-115.62299999999999,79.0,Clark County
564,41.398,-119.165,84.0,Humboldt County
565,41.53,-118.57,104.0,Humboldt County
566,37.074,-116.691,72.0,Nye County
567,36.363,-116.26299999999999,72.0,Nye County
568,36.404,-116.383,90.0,Nye County
569,36.414,-116.292,79.0,Nye County
570,36.437,-116.206,82.0,Nye County
571,36.45,-116.31299999999999,81.0,Nye County
572,36.942,-116.729,88.0,Nye County
573,36.999,-116.706,72.0,Nye County
574,39.917,-114.667,83.0,White Pine County
575,38.027,-116.68299999999999,86.0,Nye County
576,40.025,-117.646,83.0,Pershing County
577,40.992,-117.76299999999999,93.0,Humboldt County
578,40.187,-116.805,72.0,Lander County
579,41.321999999999996,-119.206,75.0,Humboldt County
580,40.126999999999995,-116.884,72.0,Lander County
581,41.338,-119.16799999999999,79.0,Humboldt County
582,36.486,-114.329,77.0,Clark County
583,37.029,-116.719,75.0,Nye County
584,39.068000000000005,-119.786,90.0,Douglas County
585,40.83,-119.538,84.0,Washoe County
586,38.398,-115.86200000000001,99.0,Nye County
587,39.832,-116.069,74.0,Eureka County
588,39.900999999999996,-115.868,68.0,Eureka County
589,38.574,-115.522,72.0,Nye County
590,41.243,-114.947,102.0,Elko County
591,41.591,-119.86200000000001,71.0,Washoe County
592,39.8,-114.65299999999999,74.0,White Pine County
593,38.532,-116.465,95.0,Nye County
594,38.698,-116.435,106.0,Nye County
595,38.633,-114.63799999999999,70.0,Lincoln County
596,41.746,-119.791,73.0,Washoe County
597,41.971000000000004,-114.574,95.0,Elko County
598,36.174,-115.479,78.0,Clark County
599,39.421,-119.758,102.0,Washoe County
600,38.489000000000004,-118.96799999999999,110.0,Lyon County
601,37.993,-117.984,81.0,Esmeralda County
602,41.028999999999996,-117.318,70.0,Humboldt County
603,41.496,-118.429,70.0,Humboldt County
604,41.333999999999996,-119.223,72.0,Humboldt County
605,41.332,-119.197,102.0,Humboldt County
606,41.137,-119.135,80.0,Humboldt County
607,42.48,-73.37,72.0,Columbia County
608,42.873000000000005,-122.167,77.0,Klamath County
609,42.501000000000005,-119.693,104.0,Lake County
610,43.477,-119.075,70.0,Harney County
611,43.272,-119.29299999999999,74.0,Harney County
612,42.38,-120.33,69.0,Lake County
613,45.74100000000001,-118.23299999999999,93.0,Umatilla County
614,42.327,-118.602,97.0,Harney County
615,44.073,-119.427,72.0,Grant County
616,42.998000000000005,-120.725,68.0,Lake County
617,44.033,-117.449,99.0,Malheur County
618,45.891000000000005,-116.87299999999999,97.0,Wallowa County
619,42.161,-121.62700000000001,78.0,Klamath County
620,43.281000000000006,-119.311,72.0,Harney County
621,43.276,-119.34,74.0,Harney County
622,43.263999999999996,-119.015,70.0,Harney County
623,42.431000000000004,-121.963,95.0,Klamath County
624,44.975,-118.044,99.0,Baker County
625,42.888999999999996,-118.898,80.0,Harney County
626,43.528999999999996,-119.081,72.0,Harney County
627,42.178000000000004,-121.801,70.0,Klamath County
628,45.129,-118.738,100.0,Umatilla County
629,43.302,-117.383,106.0,Malheur County
630,42.176,-121.82799999999999,77.0,Klamath County
631,43.251999999999995,-119.258,68.0,Harney County
632,42.221000000000004,-122.742,95.0,Jackson County
633,44.28,-118.956,104.0,Grant County
634,43.265,-119.27600000000001,72.0,Harney County
635,43.758,-118.06700000000001,77.0,Malheur County
636,43.757,-118.09200000000001,95.0,Malheur County
637,43.68899999999999,-122.37200000000001,109.0,Lane County
638,45.013000000000005,-117.885,109.0,Baker County
639,44.373999999999995,-118.738,70.0,Grant County
640,42.933,-120.64200000000001,68.0,Lake County
641,43.54,-119.081,79.0,Harney County
642,42.306999999999995,-119.875,72.0,Lake County
643,42.287,-119.867,83.0,Lake County
644,44.538000000000004,-117.417,80.0,Baker County
645,42.93,-120.79799999999999,76.0,Lake County
646,43.732,-121.25200000000001,70.0,Deschutes County
647,44.891999999999996,-119.141,106.0,Grant County
648,43.501000000000005,-119.09100000000001,72.0,Harney County
649,44.778999999999996,-117.811,80.0,Baker County
650,42.756,-117.55,68.0,Malheur County
651,43.703,-117.19,71.0,Malheur County
652,43.395,-118.30799999999999,106.0,Harney County
653,42.725,-120.646,109.0,Lake County
654,45.295,-121.73100000000001,79.0,
655,42.688,-117.905,68.0,Malheur County
656,43.808,-122.309,106.0,Lane County
657,45.06100000000001,-118.455,83.0,Union County
658,42.04,-120.92399999999999,92.0,Klamath County
659,45.295,-117.806,85.0,Union County
660,42.815,-118.899,89.0,Harney County
661,43.95,-119.634,84.0,Harney County
662,45.631,-119.70299999999999,80.0,Morrow County
663,42.325,-120.32700000000001,71.0,Lake County
664,42.133,-121.219,76.0,Klamath County
665,43.663000000000004,-118.73899999999999,72.0,Harney County
666,42.253,-118.31200000000001,100.0,Harney County
667,42.254,-118.70299999999999,90.0,Harney County
668,42.836999999999996,-118.863,83.0,Harney County
669,42.533,-117.182,95.0,Malheur County
670,43.2,-119.12799999999999,108.0,Harney County
671,43.21,-119.05799999999999,92.0,Harney County
672,43.213,-119.137,104.0,Harney County
673,43.238,-119.06200000000001,70.0,Harney County
674,43.338,-119.428,68.0,Harney County
675,43.452,-103.508,75.0,Fall River County
676,43.442,-103.48100000000001,87.0,Fall River County
677,30.21,-104.56200000000001,99.0,Presidio County
678,29.182,-102.992,106.0,Brewster County
679,30.133000000000003,-104.602,90.0,Presidio County
680,30.861,-105.34,99.0,Hudspeth County
681,29.178,-102.95299999999999,97.0,Brewster County
682,29.787,-104.462,86.0,Presidio County
683,29.805,-102.376,90.0,Brewster County
684,37.166,-113.383,75.0,Washington County
685,38.138000000000005,-112.863,70.0,Iron County
686,40.743,-112.64200000000001,72.0,Tooele County
687,40.176,-111.801,86.0,Utah County
688,41.833,-112.454,82.0,Box Elder County
689,40.501999999999995,-114.038,84.0,Tooele County
690,41.722,-112.266,75.0,Box Elder County
691,40.458,-111.929,70.0,Salt Lake County
692,40.038000000000004,-111.529,104.0,Utah County
693,41.038000000000004,-111.656,81.0,Morgan County
694,41.239,-112.413,72.0,Box Elder County
695,38.77,-112.87100000000001,68.0,Millard County
696,39.424,-113.485,82.0,Millard County
697,41.901,-112.999,109.0,Box Elder County
698,41.833999999999996,-112.054,73.0,Box Elder County
699,40.172,-112.426,68.0,Tooele County
700,40.538000000000004,-112.74700000000001,75.0,Tooele County
701,40.558,-112.73899999999999,72.0,Tooele County
702,40.565,-112.738,73.0,Tooele County
703,40.118,-111.337,68.0,Utah County
704,37.189,-113.272,108.0,Washington County
705,38.217,-112.904,91.0,Beaver County
706,40.545,-111.928,73.0,Salt Lake County
707,40.332,-111.891,90.0,Utah County
708,39.842,-113.39200000000001,82.0,Juab County
709,39.616,-112.803,73.0,Juab County
710,41.917,-111.958,88.0,Cache County
711,39.464,-114.038,81.0,Millard County
712,39.955,-111.85799999999999,73.0,Utah County
713,40.647,-112.524,77.0,Tooele County
714,37.138000000000005,-113.52799999999999,75.0,Washington County
715,38.85,-112.49,100.0,Millard County
716,41.82899999999999,-113.654,70.0,Box Elder County
717,40.788000000000004,-112.01700000000001,84.0,Salt Lake County
718,40.614000000000004,-112.709,73.0,Tooele County
719,37.393,-113.61,70.0,Washington County
720,38.603,-112.111,77.0,Sevier County
721,41.563,-113.954,68.0,Box Elder County
722,39.249,-113.87700000000001,68.0,Millard County
723,41.821999999999996,-113.26299999999999,77.0,Box Elder County
724,41.818000000000005,-113.311,70.0,Box Elder County
725,37.942,-112.43799999999999,90.0,Garfield County
726,40.146,-111.806,90.0,Utah County
727,41.582,-112.256,108.0,Box Elder County
728,39.246,-111.645,73.0,Sanpete County
729,38.864000000000004,-112.506,106.0,Millard County
730,40.525,-111.46799999999999,104.0,Wasatch County
731,40.525999999999996,-111.488,100.0,Wasatch County
732,40.397,-112.421,80.0,Tooele County
733,39.887,-113.413,82.0,Juab County
734,41.328,-111.82600000000001,68.0,Weber County
735,41.449,-112.44200000000001,72.0,Box Elder County
736,41.831,-113.391,73.0,Box Elder County
737,39.788000000000004,-111.881,68.0,Juab County
738,37.174,-112.535,72.0,Kane County
739,40.653,-112.90700000000001,70.0,Tooele County
740,38.774,-112.096,73.0,Sevier County
741,40.39,-112.42399999999999,72.0,Tooele County
742,38.981,-111.829,72.0,Sevier County
743,37.178000000000004,-113.634,70.0,Washington County
744,39.334,-113.51799999999999,77.0,Millard County
745,40.465,-109.221,86.0,Uintah County
746,41.687,-113.986,108.0,Box Elder County
747,38.762,-112.87,68.0,Millard County
748,39.899,-112.045,72.0,Utah County
749,41.643,-112.281,72.0,Box Elder County
750,39.183,-111.691,72.0,Sanpete County
751,38.56,-112.57799999999999,72.0,Beaver County
752,37.937,-112.42399999999999,68.0,Garfield County
753,39.35,-113.515,82.0,Millard County
754,39.403,-113.863,68.0,Millard County
755,38.186,-112.912,91.0,Beaver County
756,40.733000000000004,-112.62100000000001,75.0,Tooele County
757,37.335,-113.68700000000001,90.0,Washington County
758,37.158,-113.399,70.0,Washington County
759,41.808,-113.32700000000001,70.0,Box Elder County
760,37.137,-113.51299999999999,75.0,Washington County
761,37.7,-110.421,79.0,San Juan County
762,41.614,-113.613,68.0,Box Elder County
763,41.756,-113.603,81.0,Box Elder County
764,40.446999999999996,-110.82799999999999,79.0,Duchesne County
765,40.234,-111.865,77.0,Utah County
766,40.228,-111.867,75.0,Utah County
767,37.096,-113.447,70.0,Washington County
768,40.788000000000004,-111.899,108.0,Salt Lake County
769,38.155,-112.90100000000001,72.0,Beaver County
770,40.167,-111.62200000000001,73.0,Utah County
771,38.34,-113.22,72.0,Beaver County
772,40.703,-112.579,68.0,Tooele County
773,40.625,-112.70299999999999,72.0,Tooele County
774,40.696999999999996,-111.493,70.0,Summit County
775,39.305,-113.491,81.0,Millard County
776,39.388000000000005,-113.50399999999999,77.0,Millard County
777,38.869,-112.484,72.0,Millard County
778,41.336000000000006,-112.406,77.0,Box Elder County
779,39.429,-113.881,68.0,Millard County
780,37.16,-80.806,72.0,Pulaski County
781,38.218,-79.673,73.0,Highland County
782,38.238,-79.65,75.0,Highland County
783,37.87,-79.933,77.0,Alleghany County
784,37.963,-79.861,86.0,Bath County
785,37.997,-79.83,106.0,Bath County
786,37.86,-79.988,72.0,Alleghany County
787,37.29,-80.619,85.0,Giles County
788,37.898,-79.462,72.0,Rockbridge County
789,37.645,-80.238,75.0,Alleghany County
790,38.055,-79.78,95.0,Bath County
791,48.763000000000005,-121.667,108.0,Whatcom County
792,46.041000000000004,-121.181,75.0,Klickitat County
793,47.891999999999996,-121.34200000000001,84.0,Snohomish County
794,46.378,-122.265,86.0,Cowlitz County
795,48.118,-121.19200000000001,100.0,Snohomish County
796,45.821000000000005,-121.133,81.0,Klickitat County
797,46.751999999999995,-121.814,77.0,Pierce County
798,45.658,-121.962,97.0,Skamania County
799,46.345,-121.6,72.0,Skamania County
800,46.575,-121.706,100.0,Lewis County
801,46.452,-120.956,90.0,Yakima County
802,48.254,-121.17,99.0,Snohomish County
803,46.023999999999994,-118.771,72.0,Walla Walla County
804,39.618,-78.23,72.0,Morgan County
805,38.163000000000004,-79.975,70.0,Pocahontas County
806,37.63,-80.24,73.0,Monroe County
807,39.471,-77.877,72.0,Berkeley County
808,38.605,-79.35300000000001,72.0,Pendleton County
809,43.543,-110.741,81.0,Teton County
810,43.3,-110.775,99.0,Teton County
811,43.471000000000004,-110.835,86.0,Teton County
812,44.513000000000005,-109.115,97.0,Park County
813,42.665,-105.39399999999999,86.0,Converse County
814,43.56,-109.73200000000001,84.0,Fremont County
815,43.37,-110.445,106.0,Teton County
816,42.702,-107.105,75.0,Natrona County
817,44.662,-110.76799999999999,86.0,Teton County
818,43.489,-109.605,68.0,Fremont County
819,43.638999999999996,-110.615,81.0,Teton County
820,43.282,-110.01899999999999,86.0,Sublette County
821,44.748999999999995,-108.18799999999999,68.0,Big Horn County
822,43.52,-109.669,77.0,Fremont County
823,44.511,-109.156,75.0,Park County
824,44.67100000000001,-110.786,95.0,Park County
825,44.608000000000004,-108.13799999999999,70.0,Big Horn County
826,44.513000000000005,-109.12899999999999,95.0,Park County
827,42.75,-109.616,102.0,Sublette County
828,42.492,-108.17200000000001,90.0,Fremont County
829,42.248999999999995,-104.781,70.0,Platte County
830,43.583,-108.213,72.0,Hot Springs County
831,44.742,-110.579,91.0,Park County
832,44.6,-110.20299999999999,95.0,Park County
833,33.78,-110.31700000000001,79.0,Gila County
834,33.332,-115.575,79.0,Imperial County
835,33.328,-115.583,79.0,Imperial County
836,33.312,-115.57700000000001,79.0,Imperial County
837,33.288000000000004,-115.575,79.0,Imperial County
838,33.28,-115.59200000000001,79.0,Imperial County
839,33.343,-115.573,79.0,Imperial County
840,33.345,-115.588,79.0,Imperial County
841,33.313,-115.605,79.0,Imperial County
842,35.536,-118.65100000000001,79.0,Kern County
843,41.196000000000005,-120.475,79.0,Modoc County
844,37.929,-121.965,79.0,Contra Costa County
845,35.888000000000005,-116.258,79.0,San Bernardino County
846,36.83,-117.736,79.0,Inyo County
847,35.967,-116.931,79.0,Inyo County
848,41.958999999999996,-120.936,79.0,Modoc County
849,35.148,-118.78299999999999,79.0,Kern County
850,38.626999999999995,-119.50399999999999,79.0,Mono County
851,38.963,-122.72399999999999,79.0,Lake County
852,38.95,-122.654,79.0,Lake County
853,33.54,-116.742,79.0,Riverside County
854,33.865,-117.103,79.0,Riverside County
855,36.25,-121.68299999999999,79.0,Monterey County
856,44.445,-115.23899999999999,79.0,Valley County
857,43.255,-114.829,79.0,Camas County
858,42.373999999999995,-111.726,79.0,Franklin County
859,44.354,-117.071,79.0,Washington County
860,44.638999999999996,-115.671,79.0,Valley County
861,32.562,-108.027,79.0,Grant County
862,39.071999999999996,-115.635,79.0,White Pine County
863,38.965,-118.689,79.0,Mineral County
864,40.684,-116.15299999999999,79.0,Elko County
865,38.81,-116.397,79.0,Nye County
866,38.458,-117.303,79.0,Nye County
867,41.385,-116.05799999999999,79.0,Elko County
868,40.592,-116.15700000000001,79.0,Eureka County
869,38.95,-119.38799999999999,79.0,Lyon County
870,41.066,-114.99,79.0,Elko County
871,38.339,-116.662,79.0,Nye County
872,40.782,-115.363,79.0,Elko County
873,39.529,-116.38799999999999,79.0,Eureka County
874,41.934,-118.80799999999999,79.0,Humboldt County
875,41.06399999999999,-115.389,79.0,Elko County
876,41.355,-114.133,79.0,Elko County
877,40.751,-115.035,79.0,Elko County
878,40.746,-116.689,79.0,Lander County
879,40.973,-115.012,79.0,Elko County
880,43.86,-118.288,79.0,Harney County
881,43.793,-118.47200000000001,79.0,Harney County
882,44.813,-117.765,79.0,Baker County
883,43.893,-117.596,79.0,Malheur County
884,43.776,-118.04700000000001,79.0,Malheur County
885,45.501000000000005,-117.973,79.0,Union County
886,44.498000000000005,-109.193,79.0,Park County
887,44.495,-109.22200000000001,79.0,Park County
888,44.482,-109.204,79.0,Park County
889,44.733999999999995,-110.029,79.0,Park County
890,44.701,-110.036,79.0,Park County
891,44.841,-110.167,79.0,Park County
892,44.708,-110.471,79.0,Park County
893,35.984,-114.742,102.0,Clark County
894,38.979,-122.65899999999999,102.0,Lake County
895,37.622,-119.02799999999999,102.0,Mono County
896,41.012,-121.274,102.0,Lassen County
897,39.922,-120.024,102.0,Lassen County
898,43.718,-115.56299999999999,102.0,Elmore County
899,43.701,-114.738,102.0,Camas County
900,44.77,-115.663,102.0,Valley County
901,44.43,-115.762,102.0,Valley County
902,44.583,-116.11200000000001,102.0,Valley County
903,44.896,-114.56299999999999,102.0,Lemhi County
904,44.4,-115.82,102.0,Valley County
905,44.16,-115.167,102.0,Boise County
906,43.817,-115.046,102.0,Elmore County
907,46.006,-115.021,102.0,Idaho County
908,43.588,-115.988,102.0,Ada County
909,44.951,-114.704,102.0,Lemhi County
910,42.637,-114.89200000000001,102.0,Twin Falls County
911,46.235,-114.70700000000001,102.0,Idaho County
912,43.831,-115.19200000000001,102.0,Elmore County
913,45.17,-115.807,102.0,Valley County
914,44.628,-115.197,102.0,Custer County
915,46.138000000000005,-115.09,102.0,Idaho County
916,44.553999999999995,-115.301,102.0,Valley County
917,44.585,-115.072,102.0,Valley County
918,33.236999999999995,-108.88,102.0,Catron County
919,39.866,-118.01700000000001,102.0,Churchill County
920,39.733000000000004,-119.039,102.0,Churchill County
921,41.148,-116.73299999999999,102.0,Elko County
922,41.145,-114.994,102.0,Elko County
923,38.859,-119.175,102.0,Lyon County
924,41.175,-115.27799999999999,102.0,Elko County
925,39.893,-116.649,102.0,Lander County
926,39.559,-117.427,102.0,Lander County
927,39.281,-118.42,102.0,Churchill County
928,40.864000000000004,-117.34899999999999,102.0,Humboldt County
929,39.242,-116.88,102.0,Lander County
930,38.86,-116.738,102.0,Nye County
931,41.175,-119.95700000000001,102.0,Washoe County
932,44.208,-117.455,102.0,Malheur County
933,45.206,-117.912,102.0,Union County
934,43.073,-117.697,102.0,Malheur County
935,43.215,-117.50200000000001,102.0,Malheur County
936,43.589,-117.32600000000001,102.0,Malheur County
937,45.723,-121.927,102.0,Skamania County
938,44.842,-110.73200000000001,102.0,Park County
939,44.553000000000004,-110.301,102.0,Park County
940,44.708,-110.461,102.0,Park County
941,44.74100000000001,-110.699,102.0,Park County
942,44.75,-110.714,102.0,Park County
943,44.611999999999995,-110.618,102.0,Teton County
944,44.601000000000006,-110.632,102.0,Teton County
945,44.715,-110.555,102.0,Park County
946,44.825,-110.675,102.0,Park County
947,44.595,-110.62200000000001,102.0,Park County
948,44.61600000000001,-110.616,102.0,Teton County
949,44.751999999999995,-110.256,102.0,Park County
950,44.641999999999996,-110.238,102.0,Park County
951,44.61,-110.43799999999999,102.0,Park County
952,44.571999999999996,-110.691,102.0,Teton County
953,44.766000000000005,-110.3,102.0,Park County
954,44.711000000000006,-110.46799999999999,102.0,Park County
955,44.672,-110.236,102.0,Park County
956,44.667,-110.28200000000001,102.0,Park County
957,44.607,-110.617,102.0,Teton County
958,44.617,-110.432,102.0,Park County
959,44.551,-110.85,102.0,Teton County
960,44.781000000000006,-110.738,102.0,Park County
961,44.63399999999999,-110.234,102.0,Park County
962,44.63399999999999,-110.226,102.0,Park County
963,44.656000000000006,-110.572,102.0,Park County
